,Dataset,dataset_sufix,query,example_result,duration
0,simm_risk_data_eqderiv,20200723t1858,"SELECT COUNT(*) FROM ""simm_poc"".""simm_risk_data_eqderiv_20200723t1858"" WHERE tabledate='20200417'",[{'VarCharValue': '16689328'}],0 days 00:00:03.713748000
1,simm_risk_data_eqderiv,20200723t1858,"SELECT risktype, amount FROM ""simm_poc"".""simm_risk_data_eqderiv_20200723t1858"" WHERE amount>10000 AND tabledate='20200417'","[{'VarCharValue': 'PV'}, {'VarCharValue': '17611.12'}]",0 days 00:00:24.429590000
2,simm_risk_data_eqderiv,20200723t1858,"SELECT dbinserttime, SUM(amount) FROM ""simm_poc"".""simm_risk_data_eqderiv_20200723t1858"" WHERE tabledate='20200417' GROUP BY dbinserttime","[{'VarCharValue': '20200723t192140.455834z'}, {'VarCharValue': '5.216214686069834E10'}]",0 days 00:00:04.182446000
3,simm_risk_data_eqderiv,20200723t1858,"SELECT distinct(amount) FROM ""simm_poc"".""simm_risk_data_eqderiv_20200723t1858"" WHERE tabledate='20200417'",[{'VarCharValue': '33432.12'}],0 days 00:00:03.288045000
4,simm_risk_data_eqderiv,20200723t1858,"SELECT amount, count(*) count FROM ""simm_poc"".""simm_risk_data_eqderiv_20200723t1858"" WHERE tabledate='20200417' GROUP BY amount","[{'VarCharValue': '61898.12'}, {'VarCharValue': '208'}]",0 days 00:00:03.648792000
5,simm_risk_data_eqderiv,20200723t1858,"SELECT amount, count(*) count FROM ""simm_poc"".""simm_risk_data_eqderiv_20200723t1858"" WHERE tabledate='20200417' GROUP BY amount HAVING count(*)>1","[{'VarCharValue': '8271.12'}, {'VarCharValue': '240'}]",0 days 00:00:03.657104000
6,simm_risk_data_eqderiv,20200723t1858,"SELECT COUNT(*) FROM ""simm_poc"".""simm_risk_data_eqderiv_20200723t1858""",[{'VarCharValue': '17732411'}],0 days 00:00:01.861717000
7,simm_risk_data_eqderiv,20200723t1858,"SELECT risktype, amount FROM ""simm_poc"".""simm_risk_data_eqderiv_20200723t1858"" WHERE amount>10000","[{'VarCharValue': 'PV'}, {'VarCharValue': '17611.12'}]",0 days 00:00:24.218149000
8,simm_risk_data_eqderiv,20200723t1858,"SELECT dbinserttime, SUM(amount) FROM ""simm_poc"".""simm_risk_data_eqderiv_20200723t1858"" GROUP BY dbinserttime","[{'VarCharValue': '20200723t192440.957993z'}, {'VarCharValue': '5.216214686069834E10'}]",0 days 00:00:05.333119000
9,simm_risk_data_eqderiv,20200723t1858,"SELECT distinct(amount) FROM ""simm_poc"".""simm_risk_data_eqderiv_20200723t1858""",[{'VarCharValue': '8271.12'}],0 days 00:00:04.292446000
10,simm_risk_data_eqderiv,20200723t1858,"SELECT amount, count(*) count FROM ""simm_poc"".""simm_risk_data_eqderiv_20200723t1858"" GROUP BY amount","[{'VarCharValue': '8271.12'}, {'VarCharValue': '247'}]",0 days 00:00:03.097238000
11,simm_risk_data_eqderiv,20200723t1858,"SELECT amount, count(*) count FROM ""simm_poc"".""simm_risk_data_eqderiv_20200723t1858"" GROUP BY amount HAVING count(*)>1","[{'VarCharValue': '33432.12'}, {'VarCharValue': '231'}]",0 days 00:00:03.099292000
