,Dataset,dataset_sufix,query,example_result,duration
0,simm_risk_data_eqderiv,20200721t1724,"SELECT COUNT(*) FROM ""simm_poc"".""simm_risk_data_eqderiv_20200721t1724""",{'VarCharValue': '10430837'},0 days 00:00:18.733230000
1,simm_risk_data_eqderiv,20200722t0921,"SELECT COUNT(*) FROM ""simm_poc"".""simm_risk_data_eqderiv_20200722t0921""",{'VarCharValue': '10430837'},0 days 00:00:03.052646000
